tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,26,0.0087,23.683,0.2148,0.0000,0.000,0
500,asocial,2970,0.9913,55.009,0.0131,0.0000,0.000,0
1000,cultural,12,0.0041,22.733,0.3126,0.0000,0.000,0
1000,asocial,2936,0.9959,76.956,0.0375,0.0000,0.000,0
1500,cultural,4,0.0013,13.829,0.2993,0.0000,0.000,0
1500,asocial,2990,0.9987,115.322,0.0412,0.0000,0.000,0
2000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
2000,asocial,2994,1.0000,146.126,0.2054,0.0000,0.000,0
2500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
2500,asocial,2993,1.0000,173.577,0.4620,0.0000,0.000,0
