tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,21,0.0070,29.737,0.0745,0.4861,0.000,0
500,asocial,2971,0.9930,49.651,0.0164,0.4437,0.000,0
1000,cultural,12,0.0040,15.363,0.1178,0.4510,0.000,0
1000,asocial,2980,0.9960,68.650,0.0257,0.4385,0.001,1
1500,cultural,1,0.0003,12.338,0.0000,0.3499,0.000,0
1500,asocial,2875,0.9997,91.096,0.0771,0.4364,0.001,1
2000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
2000,asocial,2244,1.0000,117.694,0.0848,0.4230,0.000,1
2500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
2500,asocial,1571,1.0000,163.483,0.0918,0.3994,0.003,1
