tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,26,0.0087,20.760,0.2861,0.4802,0.000,0
500,asocial,2970,0.9913,55.649,0.0296,0.4376,0.000,0
1000,cultural,9,0.0031,15.804,0.3731,0.4918,0.000,0
1000,asocial,2924,0.9969,76.639,0.0452,0.4249,0.000,0
1500,cultural,3,0.0011,4.694,0.5444,0.4831,0.000,0
1500,asocial,2711,0.9989,106.717,0.0663,0.3967,0.000,0
2000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
2000,asocial,2557,1.0000,138.133,0.0785,0.3832,0.000,0
2500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
2500,asocial,2451,1.0000,157.348,0.0892,0.3666,0.000,0
