tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,15,0.0054,22.877,0.3489,0.4590,0.000,0
500,asocial,2780,0.9946,49.906,0.0549,0.4458,0.000,0
1000,cultural,10,0.0049,5.741,0.3597,0.4582,0.000,0
1000,asocial,2036,0.9951,81.492,0.0474,0.4282,0.007,1
1500,cultural,1,0.0007,8.898,0.3599,0.3088,0.000,0
1500,asocial,1510,0.9993,127.981,0.0439,0.4193,0.023,1
2000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
2000,asocial,1226,1.0000,176.565,0.0405,0.4096,0.033,1
2500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
2500,asocial,988,1.0000,222.019,0.0360,0.3958,0.031,1
