tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,23,0.0077,21.698,0.3149,0.4705,0.000,0
500,asocial,2967,0.9923,53.190,0.0238,0.4569,0.000,0
1000,cultural,12,0.0043,7.598,0.3151,0.4644,0.000,0
1000,asocial,2762,0.9957,68.389,0.0231,0.4441,0.000,0
1500,cultural,1,0.0004,7.130,0.3151,0.3862,0.000,0
1500,asocial,2240,0.9996,85.975,0.0206,0.4305,0.000,0
2000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
2000,asocial,1815,1.0000,114.750,0.0175,0.4135,0.000,0
2500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
2500,asocial,1498,1.0000,143.561,0.0150,0.3940,0.000,0
3000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
3000,asocial,1159,1.0000,163.545,0.0125,0.3737,0.000,0
3500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
3500,asocial,880,1.0000,202.850,0.0075,0.3633,0.000,0
4000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
4000,asocial,677,1.0000,216.663,0.0037,0.3508,0.000,0
4500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
4500,asocial,484,1.0000,228.298,0.0046,0.3454,0.000,0
5000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
5000,asocial,379,1.0000,231.798,0.0033,0.3397,0.000,0
5500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
5500,asocial,249,1.0000,243.048,0.0025,0.3368,0.000,0
6000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
6000,asocial,153,1.0000,241.161,0.0000,0.3371,0.000,0
6500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
6500,asocial,82,1.0000,283.423,0.0000,0.3290,0.000,0
7000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
7000,asocial,62,1.0000,268.007,0.0000,0.3386,0.000,0
7500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
7500,asocial,44,1.0000,204.645,0.0000,0.3441,0.000,0
8000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
8000,asocial,29,1.0000,235.214,0.0000,0.3490,0.000,0
8500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
8500,asocial,34,1.0000,153.329,0.0000,0.3546,0.000,0
9000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
9000,asocial,24,1.0000,71.653,0.0000,0.3490,0.000,0
9500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
9500,asocial,23,1.0000,76.841,0.0000,0.3396,0.000,0
10000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
10000,asocial,20,1.0000,99.436,0.0000,0.3451,0.000,0
10500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
10500,asocial,19,1.0000,123.397,0.0000,0.3479,0.000,0
11000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
11000,asocial,13,1.0000,155.729,0.0000,0.3450,0.000,0
11500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
11500,asocial,19,1.0000,79.010,0.0000,0.3637,0.000,0
12000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
12000,asocial,18,1.0000,105.022,0.0000,0.3710,0.000,0
12500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
12500,asocial,12,1.0000,111.129,0.0000,0.3803,0.000,0
13000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
13000,asocial,11,1.0000,120.270,0.0000,0.3833,0.000,0
13500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
13500,asocial,9,1.0000,178.723,0.0000,0.4011,0.000,0
14000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
14000,asocial,9,1.0000,213.566,0.0000,0.4011,0.000,0
14500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
14500,asocial,7,1.0000,266.351,0.0000,0.4032,0.000,0
15000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
15000,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
15500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
15500,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
16000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
16000,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
16500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
16500,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
17000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
17000,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
17500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
17500,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
18000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
18000,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
18500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
18500,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
19000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
19000,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
19500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
19500,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
20000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
20000,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
