tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,22,0.0076,21.315,0.1319,0.4690,0.000,0
500,asocial,2888,0.9924,47.949,0.0303,0.4471,0.000,0
1000,cultural,11,0.0052,11.536,0.1978,0.4537,0.000,0
1000,asocial,2099,0.9948,79.164,0.0493,0.4335,0.000,0
1500,cultural,2,0.0014,6.121,0.2101,0.4048,0.000,0
1500,asocial,1435,0.9986,131.835,0.0518,0.4250,0.000,0
2000,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
2000,asocial,1128,1.0000,191.109,0.0595,0.4117,0.000,0
2500,cultural,0,0.0000,0.000,0.0000,0.0000,0.000,0
2500,asocial,949,1.0000,238.818,0.0582,0.3928,0.000,0
