tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,55,0.0184,59.550,0.2842,0.4942,0.000,0
500,asocial,2939,0.9816,50.480,0.0101,0.4515,0.000,0
1000,cultural,335,0.1120,29.424,1.0659,0.4764,0.000,0
1000,asocial,2656,0.8880,79.249,0.0685,0.4320,0.000,0
1500,cultural,301,0.1109,54.366,1.2637,0.4882,0.000,0
1500,asocial,2413,0.8891,99.117,0.0912,0.4182,0.000,0
2000,cultural,233,0.1026,60.468,1.2553,0.4857,0.000,0
2000,asocial,2039,0.8974,123.230,0.0775,0.4002,0.000,0
2500,cultural,171,0.0963,67.967,1.3202,0.4908,0.000,0
2500,asocial,1605,0.9037,152.554,0.0718,0.3870,0.000,0
